/home/fonwin/f9utws.block/logs/20190828/omstws.log.TwsNew.g4.txt
Count=1000|Abandoned=0|Rejected=0|Sending=1000|Queuing=0
ReqSNO|T0|T1|T2|(T1-T0)|(T2-T1)|T0-|T1-|T2-
939|20190828053224.341202|20190828053224.341217|20190828053224.341225|15|8|10|12|15
941|20190828053224.341208|20190828053224.341225|20190828053224.341234|17|9|6|8|9
943|20190828053224.341219|20190828053224.341228|20190828053224.341237|9|9|11|3|3
945|20190828053224.341227|20190828053224.341236|20190828053224.341240|9|4|8|8|3
947|20190828053224.341232|20190828053224.341246|20190828053224.341255|14|9|5|10|15
949|20190828053224.341242|20190828053224.341256|20190828053224.341264|14|8|10|10|9
951|20190828053224.341250|20190828053224.341274|20190828053224.341282|24|8|8|18|18
953|20190828053224.341259|20190828053224.341276|20190828053224.341285|17|9|9|2|3
955|20190828053224.341265|20190828053224.341283|20190828053224.341288|18|5|6|7|3
957|20190828053224.341270|20190828053224.341284|20190828053224.341290|14|6|5|1|2
959|20190828053224.341277|20190828053224.341285|20190828053224.341293|8|8|7|1|3
961|20190828053224.341285|20190828053224.341303|20190828053224.341312|18|9|8|18|19
963|20190828053224.341297|20190828053224.341317|20190828053224.341326|20|9|12|14|14
965|20190828053224.341307|20190828053224.341320|20190828053224.341328|13|8|10|3|2
967|20190828053224.341312|20190828053224.341331|20190828053224.341339|19|8|5|11|11
969|20190828053224.341321|20190828053224.341333|20190828053224.341342|12|9|9|2|3
971|20190828053224.341331|20190828053224.341347|20190828053224.341355|16|8|10|14|13
973|20190828053224.341342|20190828053224.341368|20190828053224.341376|26|8|11|21|21
975|20190828053224.341359|20190828053224.341375|20190828053224.341379|16|4|17|7|3
977|20190828053224.341366|20190828053224.341386|20190828053224.341395|20|9|7|11|16
979|20190828053224.341378|20190828053224.341389|20190828053224.341398|11|9|12|3|3
981|20190828053224.341387|20190828053224.341405|20190828053224.341415|18|10|9|16|17
983|20190828053224.341399|20190828053224.341416|20190828053224.341425|17|9|12|11|10
985|20190828053224.341410|20190828053224.341432|20190828053224.341440|22|8|11|16|15
987|20190828053224.341418|20190828053224.341434|20190828053224.341443|16|9|8|2|3
989|20190828053224.341429|20190828053224.341450|20190828053224.341458|21|8|11|16|15
991|20190828053224.341442|20190828053224.341453|20190828053224.341461|11|8|13|3|3
993|20190828053224.341450|20190828053224.341469|20190828053224.341478|19|9|8|16|17
995|20190828053224.341462|20190828053224.341472|20190828053224.341481|10|9|12|3|3
997|20190828053224.341469|20190828053224.341488|20190828053224.341496|19|8|7|16|15
999|20190828053224.341483|20190828053224.341505|20190828053224.341513|22|8|14|17|17
1001|20190828053224.341497|20190828053224.341521|20190828053224.341529|24|8|14|16|16
1003|20190828053224.341508|20190828053224.341523|20190828053224.341532|15|9|11|2|3
1005|20190828053224.341518|20190828053224.341539|20190828053224.341548|21|9|10|16|16
1007|20190828053224.341534|20190828053224.341557|20190828053224.341565|23|8|16|18|17
1009|20190828053224.341545|20190828053224.341559|20190828053224.341577|14|18|11|2|12
1011|20190828053224.341550|20190828053224.341581|20190828053224.341589|31|8|5|22|12
1013|20190828053224.341560|20190828053224.341590|20190828053224.341599|30|9|10|9|10
1015|20190828053224.341578|20190828053224.341593|20190828053224.341602|15|9|18|3|3
1017|20190828053224.341584|20190828053224.341594|20190828053224.341605|10|11|6|1|3
1019|20190828053224.341592|20190828053224.341607|20190828053224.341615|15|8|8|13|10
1021|20190828053224.341602|20190828053224.341624|20190828053224.341633|22|9|10|17|18
