/home/fonwin/f9utws.block/logs/20190828/omstws.log.TwsNew.g5.txt
Count=10000|Abandoned=0|Rejected=0|Sending=10000|Queuing=0
ReqSNO|T0|T1|T2|(T1-T0)|(T2-T1)|T0-|T1-|T2-
3431|20190828053234.221143|20190828053234.221154|20190828053234.221177|11|23|6|12|2
3433|20190828053234.221148|20190828053234.221177|20190828053234.221187|29|10|5|23|10
3435|20190828053234.221151|20190828053234.221180|20190828053234.221189|29|9|3|3|2
3437|20190828053234.221168|20190828053234.221187|20190828053234.221191|19|4|17|7|2
3439|20190828053234.221172|20190828053234.221187|20190828053234.221193|15|6|4|0|2
3441|20190828053234.221180|20190828053234.221188|20190828053234.221195|8|7|8|1|2
3443|20190828053234.221184|20190828053234.221190|20190828053234.221197|6|7|4|2|2
3445|20190828053234.221190|20190828053234.221201|20190828053234.221211|11|10|6|11|14
3447|20190828053234.221195|20190828053234.221207|20190828053234.221214|12|7|5|6|3
3449|20190828053234.221198|20190828053234.221208|20190828053234.221216|10|8|3|1|2
3451|20190828053234.221205|20190828053234.221211|20190828053234.221218|6|7|7|3|2
3453|20190828053234.221211|20190828053234.221238|20190828053234.221246|27|8|6|27|28
3455|20190828053234.221216|20190828053234.221240|20190828053234.221248|24|8|5|2|2
3457|20190828053234.221221|20190828053234.221247|20190828053234.221251|26|4|5|7|3
3459|20190828053234.221233|20190828053234.221248|20190828053234.221253|15|5|12|1|2
3461|20190828053234.221239|20190828053234.221249|20190828053234.221255|10|6|6|1|2
3463|20190828053234.221242|20190828053234.221251|20190828053234.221258|9|7|3|2|3
3465|20190828053234.221249|20190828053234.221256|20190828053234.221260|7|4|7|5|2
3467|20190828053234.221253|20190828053234.221258|20190828053234.221262|5|4|4|2|2
3469|20190828053234.221259|20190828053234.221271|20190828053234.221281|12|10|6|13|19
3471|20190828053234.221265|20190828053234.221279|20190828053234.221284|14|5|6|8|3
3473|20190828053234.221268|20190828053234.221280|20190828053234.221286|12|6|3|1|2
3475|20190828053234.221275|20190828053234.221282|20190828053234.221302|7|20|7|2|16
3477|20190828053234.221281|20190828053234.221335|20190828053234.221344|54|9|6|53|42
3479|20190828053234.221285|20190828053234.221338|20190828053234.221347|53|9|4|3|3
3481|20190828053234.221288|20190828053234.221338|20190828053234.221350|50|12|3|0|3
3483|20190828053234.221300|20190828053234.221340|20190828053234.221352|40|12|12|2|2
3485|20190828053234.221304|20190828053234.221341|20190828053234.221354|37|13|4|1|2
3487|20190828053234.221316|20190828053234.221342|20190828053234.221357|26|15|12|1|3
3489|20190828053234.221331|20190828053234.221354|20190828053234.221359|23|5|15|12|2
3491|20190828053234.221338|20190828053234.221355|20190828053234.221361|17|6|7|1|2
3493|20190828053234.221344|20190828053234.221356|20190828053234.221363|12|7|6|1|2
3495|20190828053234.221354|20190828053234.221375|20190828053234.221385|21|10|10|19|22
3497|20190828053234.221369|20190828053234.221395|20190828053234.221404|26|9|15|20|19
3499|20190828053234.221385|20190828053234.221397|20190828053234.221407|12|10|16|2|3
3501|20190828053234.221394|20190828053234.221415|20190828053234.221424|21|9|9|18|17
3503|20190828053234.221407|20190828053234.221417|20190828053234.221426|10|9|13|2|2
3505|20190828053234.221414|20190828053234.221435|20190828053234.221443|21|8|7|18|17
3507|20190828053234.221426|20190828053234.221437|20190828053234.221446|11|9|12|2|3
3509|20190828053234.221434|20190828053234.221453|20190828053234.221462|19|9|8|16|16
3511|20190828053234.221445|20190828053234.221456|20190828053234.221465|11|9|11|3|3
3513|20190828053234.221453|20190828053234.221473|20190828053234.221482|20|9|8|17|17
3515|20190828053234.221465|20190828053234.221476|20190828053234.221485|11|9|12|3|3
3517|20190828053234.221473|20190828053234.221492|20190828053234.221501|19|9|8|16|16
3519|20190828053234.221484|20190828053234.221495|20190828053234.221503|11|8|11|3|2
3521|20190828053234.221492|20190828053234.221507|20190828053234.221515|15|8|8|12|12
3523|20190828053234.221505|20190828053234.221532|20190828053234.221541|27|9|13|25|26
3525|20190828053234.221527|20190828053234.221546|20190828053234.221555|19|9|22|14|14
3527|20190828053234.221538|20190828053234.221554|20190828053234.221557|16|3|11|8|2
3529|20190828053234.221545|20190828053234.221555|20190828053234.221560|10|5|7|1|3
3531|20190828053234.221555|20190828053234.221574|20190828053234.221582|19|8|10|19|22
3533|20190828053234.221565|20190828053234.221593|20190828053234.221602|28|9|10|19|20
3535|20190828053234.221578|20190828053234.221595|20190828053234.221604|17|9|13|2|2
3537|20190828053234.221587|20190828053234.221609|20190828053234.221617|22|8|9|14|13
3539|20190828053234.221596|20190828053234.221611|20190828053234.221620|15|9|9|2|3
3541|20190828053234.221606|20190828053234.221624|20190828053234.221633|18|9|10|13|13
3543|20190828053234.221621|20190828053234.221642|20190828053234.221651|21|9|15|18|18
3545|20190828053234.221635|20190828053234.221661|20190828053234.221670|26|9|14|19|19
3547|20190828053234.221646|20190828053234.221673|20190828053234.221682|27|9|11|12|12
3549|20190828053234.221666|20190828053234.221684|20190828053234.221692|18|8|20|11|10
3551|20190828053234.221677|20190828053234.221686|20190828053234.221695|9|9|11|2|3
3553|20190828053234.221684|20190828053234.221695|20190828053234.221703|11|8|7|9|8
3555|20190828053234.221691|20190828053234.221712|20190828053234.221721|21|9|7|17|18
3557|20190828053234.221698|20190828053234.221714|20190828053234.221723|16|9|7|2|2
3559|20190828053234.221706|20190828053234.221720|20190828053234.221726|14|6|8|6|3
3561|20190828053234.221712|20190828053234.221721|20190828053234.221728|9|7|6|1|2
3563|20190828053234.221718|20190828053234.221732|20190828053234.221741|14|9|6|11|13
3565|20190828053234.221723|20190828053234.221742|20190828053234.221751|19|9|5|10|10
3567|20190828053234.221735|20190828053234.221744|20190828053234.221753|9|9|12|2|2
3569|20190828053234.221742|20190828053234.221750|20190828053234.221756|8|6|7|6|3
3571|20190828053234.221748|20190828053234.221766|20190828053234.221775|18|9|6|16|19
3573|20190828053234.221762|20190828053234.221776|20190828053234.221785|14|9|14|10|10
3575|20190828053234.221773|20190828053234.221793|20190828053234.221802|20|9|11|17|17
3577|20190828053234.221780|20190828053234.221796|20190828053234.221805|16|9|7|3|3
3579|20190828053234.221791|20190828053234.221812|20190828053234.221820|21|8|11|16|15
3581|20190828053234.221807|20190828053234.221822|20190828053234.221830|15|8|16|10|10
3583|20190828053234.221818|20190828053234.221840|20190828053234.221849|22|9|11|18|19
3585|20190828053234.221826|20190828053234.221843|20190828053234.221852|17|9|8|3|3
3587|20190828053234.221834|20190828053234.221849|20190828053234.221854|15|5|8|6|2
3589|20190828053234.221843|20190828053234.221850|20190828053234.221857|7|7|9|1|3
3591|20190828053234.221851|20190828053234.221869|20190828053234.221877|18|8|8|19|20
3593|20190828053234.221860|20190828053234.221886|20190828053234.221896|26|10|9|17|19
3595|20190828053234.221872|20190828053234.221889|20190828053234.221898|17|9|12|3|2
3597|20190828053234.221882|20190828053234.221896|20190828053234.221901|14|5|10|7|3
3599|20190828053234.221893|20190828053234.221907|20190828053234.221916|14|9|11|11|15
3601|20190828053234.221899|20190828053234.221914|20190828053234.221918|15|4|6|7|2
3603|20190828053234.221909|20190828053234.221915|20190828053234.221921|6|6|10|1|3
3605|20190828053234.221916|20190828053234.221932|20190828053234.221940|16|8|7|17|19
3607|20190828053234.221927|20190828053234.221946|20190828053234.221955|19|9|11|14|15
3609|20190828053234.221941|20190828053234.221968|20190828053234.221977|27|9|14|22|22
3611|20190828053234.221956|20190828053234.221971|20190828053234.221980|15|9|15|3|3
3613|20190828053234.221964|20190828053234.221987|20190828053234.221995|23|8|8|16|15
3615|20190828053234.221977|20190828053234.221989|20190828053234.221998|12|9|13|2|3
3617|20190828053234.221986|20190828053234.222005|20190828053234.222014|19|9|9|16|16
3619|20190828053234.221997|20190828053234.222007|20190828053234.222016|10|9|11|2|2
3621|20190828053234.222004|20190828053234.222022|20190828053234.222030|18|8|7|15|14
3623|20190828053234.222017|20190828053234.222038|20190828053234.222047|21|9|13|16|17
3625|20190828053234.222031|20190828053234.222053|20190828053234.222061|22|8|14|15|14
3627|20190828053234.222041|20190828053234.222055|20190828053234.222064|14|9|10|2|3
3629|20190828053234.222050|20190828053234.222072|20190828053234.222081|22|9|9|17|17
3631|20190828053234.222063|20190828053234.222076|20190828053234.222083|13|7|13|4|2
3633|20190828053234.222070|20190828053234.222089|20190828053234.222097|19|8|7|13|14
3635|20190828053234.222081|20190828053234.222091|20190828053234.222100|10|9|11|2|3
3637|20190828053234.222088|20190828053234.222106|20190828053234.222115|18|9|7|15|15
3639|20190828053234.222099|20190828053234.222108|20190828053234.222118|9|10|11|2|3
3641|20190828053234.222106|20190828053234.222125|20190828053234.222133|19|8|7|17|15
3643|20190828053234.222117|20190828053234.222127|20190828053234.222136|10|9|11|2|3
3645|20190828053234.222125|20190828053234.222144|20190828053234.222152|19|8|8|17|16
3647|20190828053234.222135|20190828053234.222146|20190828053234.222155|11|9|10|2|3
3649|20190828053234.222144|20190828053234.222163|20190828053234.222172|19|9|9|17|17
3651|20190828053234.222155|20190828053234.222165|20190828053234.222174|10|9|11|2|2
3653|20190828053234.222163|20190828053234.222181|20190828053234.222190|18|9|8|16|16
3655|20190828053234.222173|20190828053234.222184|20190828053234.222193|11|9|10|3|3
3657|20190828053234.222181|20190828053234.222199|20190828053234.222207|18|8|8|15|14
3659|20190828053234.222192|20190828053234.222207|20190828053234.222214|15|7|11|8|7
3661|20190828053234.222203|20190828053234.222219|20190828053234.222227|16|8|11|12|13
3663|20190828053234.222209|20190828053234.222227|20190828053234.222233|18|6|6|8|6
3665|20190828053234.222221|20190828053234.222229|20190828053234.222236|8|7|12|2|3
3667|20190828053234.222229|20190828053234.222245|20190828053234.222254|16|9|8|16|18
3669|20190828053234.222240|20190828053234.222255|20190828053234.222263|15|8|11|10|9
3671|20190828053234.222251|20190828053234.222272|20190828053234.222280|21|8|11|17|17
3673|20190828053234.222258|20190828053234.222274|20190828053234.222283|16|9|7|2|3
3675|20190828053234.222269|20190828053234.222288|20190828053234.222296|19|8|11|14|13
3677|20190828053234.222281|20190828053234.222307|20190828053234.222316|26|9|12|19|20
3679|20190828053234.222299|20190828053234.222311|20190828053234.222319|12|8|18|4|3
3681|20190828053234.222306|20190828053234.222324|20190828053234.222333|18|9|7|13|14
3683|20190828053234.222316|20190828053234.222331|20190828053234.222335|15|4|10|7|2
3685|20190828053234.222320|20190828053234.222333|20190828053234.222340|13|7|4|2|5
3687|20190828053234.222327|20190828053234.222335|20190828053234.222342|8|7|7|2|2
3689|20190828053234.222333|20190828053234.222340|20190828053234.222344|7|4|6|5|2
3691|20190828053234.222337|20190828053234.222343|20190828053234.222347|6|4|4|3|3
3693|20190828053234.222342|20190828053234.222353|20190828053234.222361|11|8|5|10|14
3695|20190828053234.222347|20190828053234.222361|20190828053234.222367|14|6|5|8|6
3697|20190828053234.222351|20190828053234.222363|20190828053234.222369|12|6|4|2|2
3699|20190828053234.222357|20190828053234.222365|20190828053234.222372|8|7|6|2|3
3701|20190828053234.222363|20190828053234.222371|20190828053234.222377|8|6|6|6|5
3703|20190828053234.222367|20190828053234.222374|20190828053234.222379|7|5|4|3|2
3705|20190828053234.222372|20190828053234.222380|20190828053234.222389|8|9|5|6|10
3707|20190828053234.222376|20190828053234.222383|20190828053234.222391|7|8|4|3|2
3709|20190828053234.222381|20190828053234.222389|20190828053234.222394|8|5|5|6|3
3711|20190828053234.222385|20190828053234.222392|20190828053234.222396|7|4|4|3|2
3713|20190828053234.222391|20190828053234.222404|20190828053234.222412|13|8|6|12|16
3715|20190828053234.222397|20190828053234.222413|20190828053234.222421|16|8|6|9|9
3717|20190828053234.222400|20190828053234.222415|20190828053234.222425|15|10|3|2|4
3719|20190828053234.222407|20190828053234.222423|20190828053234.222427|16|4|7|8|2
3721|20190828053234.222410|20190828053234.222424|20190828053234.222429|14|5|3|1|2
3723|20190828053234.222416|20190828053234.222431|20190828053234.222440|15|9|6|7|11
3725|20190828053234.222420|20190828053234.222432|20190828053234.222452|12|20|4|1|12
3727|20190828053234.222426|20190828053234.222435|20190828053234.222454|9|19|6|3|2
3729|20190828053234.222432|20190828053234.222451|20190828053234.222457|19|6|6|16|3
3731|20190828053234.222437|20190828053234.222458|20190828053234.222477|21|19|5|7|20
3733|20190828053234.222456|20190828053234.222468|20190828053234.222479|12|11|19|10|2
3735|20190828053234.222460|20190828053234.222473|20190828053234.222482|13|9|4|5|3
3737|20190828053234.222464|20190828053234.222474|20190828053234.222484|10|10|4|1|2
3739|20190828053234.222471|20190828053234.222484|20190828053234.222492|13|8|7|10|8
3741|20190828053234.222476|20190828053234.222486|20190828053234.222495|10|9|5|2|3
3743|20190828053234.222482|20190828053234.222497|20190828053234.222505|15|8|6|11|10
3745|20190828053234.222487|20190828053234.222504|20190828053234.222509|17|5|5|7|4
3747|20190828053234.222499|20190828053234.222506|20190828053234.222511|7|5|12|2|2
3749|20190828053234.222506|20190828053234.222522|20190828053234.222530|16|8|7|16|19
3751|20190828053234.222517|20190828053234.222539|20190828053234.222548|22|9|11|17|18
3753|20190828053234.222532|20190828053234.222554|20190828053234.222562|22|8|15|15|14
3755|20190828053234.222543|20190828053234.222556|20190828053234.222565|13|9|11|2|3
3757|20190828053234.222551|20190828053234.222572|20190828053234.222581|21|9|8|16|16
3759|20190828053234.222564|20190828053234.222575|20190828053234.222584|11|9|13|3|3
3761|20190828053234.222572|20190828053234.222590|20190828053234.222599|18|9|8|15|15
3763|20190828053234.222585|20190828053234.222600|20190828053234.222609|15|9|13|10|10
3765|20190828053234.222596|20190828053234.222617|20190828053234.222626|21|9|11|17|17
3767|20190828053234.222603|20190828053234.222620|20190828053234.222628|17|8|7|3|2
3769|20190828053234.222614|20190828053234.222636|20190828053234.222645|22|9|11|16|17
3771|20190828053234.222627|20190828053234.222647|20190828053234.222656|20|9|13|11|11
3773|20190828053234.222635|20190828053234.222652|20190828053234.222658|17|6|8|5|2
3775|20190828053234.222647|20190828053234.222664|20190828053234.222673|17|9|12|12|15
3777|20190828053234.222656|20190828053234.222667|20190828053234.222675|11|8|9|3|2
3779|20190828053234.222664|20190828053234.222683|20190828053234.222691|19|8|8|16|16
3781|20190828053234.222675|20190828053234.222685|20190828053234.222694|10|9|11|2|3
3783|20190828053234.222682|20190828053234.222700|20190828053234.222708|18|8|7|15|14
3785|20190828053234.222695|20190828053234.222710|20190828053234.222718|15|8|13|10|10
3787|20190828053234.222706|20190828053234.222726|20190828053234.222735|20|9|11|16|17
3789|20190828053234.222714|20190828053234.222729|20190828053234.222737|15|8|8|3|2
3791|20190828053234.222723|20190828053234.222756|20190828053234.222765|33|9|9|27|28
3793|20190828053234.222736|20190828053234.222763|20190828053234.222767|27|4|13|7|2
3795|20190828053234.222755|20190828053234.222770|20190828053234.222779|15|9|19|7|12
3797|20190828053234.222766|20190828053234.222784|20190828053234.222792|18|8|11|14|13
3799|20190828053234.222779|20190828053234.222803|20190828053234.222819|24|16|13|19|27
3801|20190828053234.222796|20190828053234.222820|20190828053234.222832|24|12|17|17|13
3803|20190828053234.222802|20190828053234.222837|20190828053234.222846|35|9|6|17|14
3805|20190828053234.222829|20190828053234.222853|20190828053234.222862|24|9|27|16|16
3807|20190828053234.222841|20190828053234.222855|20190828053234.222864|14|9|12|2|2
3809|20190828053234.222850|20190828053234.222872|20190828053234.222881|22|9|9|17|17
3811|20190828053234.222863|20190828053234.222874|20190828053234.222883|11|9|13|2|2
3813|20190828053234.222871|20190828053234.222890|20190828053234.222899|19|9|8|16|16
3815|20190828053234.222882|20190828053234.222893|20190828053234.222901|11|8|11|3|2
3817|20190828053234.222890|20190828053234.222910|20190828053234.222919|20|9|8|17|18
3819|20190828053234.222901|20190828053234.222912|20190828053234.222921|11|9|11|2|2
3821|20190828053234.222910|20190828053234.222928|20190828053234.222936|18|8|9|16|15
3823|20190828053234.222920|20190828053234.222930|20190828053234.222939|10|9|10|2|3
3825|20190828053234.222927|20190828053234.222945|20190828053234.222953|18|8|7|15|14
3827|20190828053234.222940|20190828053234.222953|20190828053234.222959|13|6|13|8|6
3829|20190828053234.222950|20190828053234.222971|20190828053234.222980|21|9|10|18|21
3831|20190828053234.222963|20190828053234.222974|20190828053234.222982|11|8|13|3|2
3833|20190828053234.222971|20190828053234.222990|20190828053234.222999|19|9|8|16|17
3835|20190828053234.222982|20190828053234.222993|20190828053234.223001|11|8|11|3|2
3837|20190828053234.222990|20190828053234.223009|20190828053234.223018|19|9|8|16|17
3839|20190828053234.223001|20190828053234.223012|20190828053234.223021|11|9|11|3|3
3841|20190828053234.223009|20190828053234.223028|20190828053234.223038|19|10|8|16|17
3843|20190828053234.223022|20190828053234.223043|20190828053234.223052|21|9|13|15|14
3845|20190828053234.223031|20190828053234.223045|20190828053234.223054|14|9|9|2|2
3847|20190828053234.223040|20190828053234.223063|20190828053234.223072|23|9|9|18|18
3849|20190828053234.223053|20190828053234.223065|20190828053234.223074|12|9|13|2|2
3851|20190828053234.223062|20190828053234.223081|20190828053234.223089|19|8|9|16|15
3853|20190828053234.223076|20190828053234.223090|20190828053234.223098|14|8|14|9|9
3855|20190828053234.223086|20190828053234.223107|20190828053234.223116|21|9|10|17|18
3857|20190828053234.223093|20190828053234.223110|20190828053234.223119|17|9|7|3|3
3859|20190828053234.223104|20190828053234.223126|20190828053234.223134|22|8|11|16|15
3861|20190828053234.223117|20190828053234.223133|20190828053234.223137|16|4|13|7|3
3863|20190828053234.223124|20190828053234.223134|20190828053234.223140|10|6|7|1|3
3865|20190828053234.223135|20190828053234.223152|20190828053234.223161|17|9|11|18|21
3867|20190828053234.223145|20190828053234.223170|20190828053234.223179|25|9|10|18|18
3869|20190828053234.223155|20190828053234.223172|20190828053234.223181|17|9|10|2|2
3871|20190828053234.223164|20190828053234.223183|20190828053234.223191|19|8|9|11|10
3873|20190828053234.223173|20190828053234.223185|20190828053234.223194|12|9|9|2|3
3875|20190828053234.223178|20190828053234.223191|20190828053234.223196|13|5|5|6|2
3877|20190828053234.223187|20190828053234.223206|20190828053234.223215|19|9|9|15|19
3879|20190828053234.223195|20190828053234.223209|20190828053234.223217|14|8|8|3|2
3881|20190828053234.223201|20190828053234.223213|20190828053234.223220|12|7|6|4|3
3883|20190828053234.223207|20190828053234.223214|20190828053234.223222|7|8|6|1|2
3885|20190828053234.223215|20190828053234.223229|20190828053234.223238|14|9|8|15|16
3887|20190828053234.223224|20190828053234.223248|20190828053234.223257|24|9|9|19|19
3889|20190828053234.223240|20190828053234.223250|20190828053234.223259|10|9|16|2|2
3891|20190828053234.223248|20190828053234.223265|20190828053234.223273|17|8|8|15|14
3893|20190828053234.223261|20190828053234.223275|20190828053234.223284|14|9|13|10|11
3895|20190828053234.223271|20190828053234.223295|20190828053234.223303|24|8|10|20|19
3897|20190828053234.223279|20190828053234.223297|20190828053234.223306|18|9|8|2|3
3899|20190828053234.223286|20190828053234.223302|20190828053234.223309|16|7|7|5|3
3901|20190828053234.223290|20190828053234.223303|20190828053234.223311|13|8|4|1|2
3903|20190828053234.223297|20190828053234.223315|20190828053234.223324|18|9|7|12|13
3905|20190828053234.223305|20190828053234.223317|20190828053234.223326|12|9|8|2|2
3907|20190828053234.223314|20190828053234.223333|20190828053234.223342|19|9|9|16|16
3909|20190828053234.223325|20190828053234.223335|20190828053234.223344|10|9|11|2|2
3911|20190828053234.223332|20190828053234.223350|20190828053234.223358|18|8|7|15|14
3913|20190828053234.223345|20190828053234.223366|20190828053234.223375|21|9|13|16|17
3915|20190828053234.223359|20190828053234.223382|20190828053234.223391|23|9|14|16|16
3917|20190828053234.223370|20190828053234.223384|20190828053234.223393|14|9|11|2|2
3919|20190828053234.223379|20190828053234.223407|20190828053234.223416|28|9|9|23|23
3921|20190828053234.223409|20190828053234.223423|20190828053234.223431|14|8|30|16|15
3923|20190828053234.223420|20190828053234.223439|20190828053234.223448|19|9|11|16|17
3925|20190828053234.223431|20190828053234.223442|20190828053234.223451|11|9|11|3|3
3927|20190828053234.223439|20190828053234.223457|20190828053234.223465|18|8|8|15|14
3929|20190828053234.223451|20190828053234.223475|20190828053234.223483|24|8|12|18|18
3931|20190828053234.223460|20190828053234.223477|20190828053234.223486|17|9|9|2|3
3933|20190828053234.223466|20190828053234.223482|20190828053234.223488|16|6|6|5|2
3935|20190828053234.223471|20190828053234.223483|20190828053234.223491|12|8|5|1|3
3937|20190828053234.223477|20190828053234.223492|20190828053234.223500|15|8|6|9|9
3939|20190828053234.223485|20190828053234.223494|20190828053234.223503|9|9|8|2|3
3941|20190828053234.223492|20190828053234.223512|20190828053234.223520|20|8|7|18|17
3943|20190828053234.223503|20190828053234.223514|20190828053234.223523|11|9|11|2|3
3945|20190828053234.223511|20190828053234.223529|20190828053234.223538|18|9|8|15|15
3947|20190828053234.223525|20190828053234.223540|20190828053234.223548|15|8|14|11|10
3949|20190828053234.223535|20190828053234.223556|20190828053234.223564|21|8|10|16|16
3951|20190828053234.223543|20190828053234.223558|20190828053234.223567|15|9|8|2|3
3953|20190828053234.223553|20190828053234.223574|20190828053234.223583|21|9|10|16|16
3955|20190828053234.223566|20190828053234.223577|20190828053234.223585|11|8|13|3|2
3957|20190828053234.223574|20190828053234.223591|20190828053234.223600|17|9|8|14|15
3959|20190828053234.223584|20190828053234.223594|20190828053234.223602|10|8|10|3|2
3961|20190828053234.223591|20190828053234.223608|20190828053234.223617|17|9|7|14|15
3963|20190828053234.223602|20190828053234.223627|20190828053234.223636|25|9|11|19|19
3965|20190828053234.223619|20190828053234.223638|20190828053234.223648|19|10|17|11|12
3967|20190828053234.223626|20190828053234.223647|20190828053234.223651|21|4|7|9|3
3969|20190828053234.223638|20190828053234.223649|20190828053234.223653|11|4|12|2|2
3971|20190828053234.223648|20190828053234.223666|20190828053234.223674|18|8|10|17|21
3973|20190828053234.223657|20190828053234.223674|20190828053234.223681|17|7|9|8|7
3975|20190828053234.223668|20190828053234.223676|20190828053234.223683|8|7|11|2|2
3977|20190828053234.223675|20190828053234.223692|20190828053234.223708|17|16|7|16|25
3979|20190828053234.223684|20190828053234.223721|20190828053234.223730|37|9|9|29|22
3981|20190828053234.223711|20190828053234.223723|20190828053234.223733|12|10|27|2|3
3983|20190828053234.223721|20190828053234.223738|20190828053234.223747|17|9|10|15|14
3985|20190828053234.223733|20190828053234.223749|20190828053234.223758|16|9|12|11|11
3987|20190828053234.223745|20190828053234.223766|20190828053234.223775|21|9|12|17|17
3989|20190828053234.223752|20190828053234.223769|20190828053234.223778|17|9|7|3|3
3991|20190828053234.223763|20190828053234.223785|20190828053234.223794|22|9|11|16|16
3993|20190828053234.223777|20190828053234.223787|20190828053234.223797|10|10|14|2|3
3995|20190828053234.223785|20190828053234.223802|20190828053234.223810|17|8|8|15|13
3997|20190828053234.223797|20190828053234.223812|20190828053234.223820|15|8|12|10|10
3999|20190828053234.223808|20190828053234.223829|20190828053234.223837|21|8|11|17|17
4001|20190828053234.223815|20190828053234.223831|20190828053234.223840|16|9|7|2|3
4003|20190828053234.223826|20190828053234.223848|20190828053234.223856|22|8|11|17|16
4005|20190828053234.223842|20190828053234.223862|20190828053234.223871|20|9|16|14|15
4007|20190828053234.223851|20190828053234.223865|20190828053234.223874|14|9|9|3|3
4009|20190828053234.223856|20190828053234.223875|20190828053234.223894|19|19|5|10|20
4011|20190828053234.223866|20190828053234.223877|20190828053234.223897|11|20|10|2|3
4013|20190828053234.223888|20190828053234.223902|20190828053234.223911|14|9|22|25|14
4015|20190828053234.223898|20190828053234.223914|20190828053234.223923|16|9|10|12|12
4017|20190828053234.223904|20190828053234.223916|20190828053234.223925|12|9|6|2|2
4019|20190828053234.223911|20190828053234.223924|20190828053234.223928|13|4|7|8|3
4021|20190828053234.223919|20190828053234.223936|20190828053234.223945|17|9|8|12|17
4023|20190828053234.223927|20190828053234.223939|20190828053234.223947|12|8|8|3|2
