/home/fonwin/f9utws.busy/logs/20190828/omstws.log.TwsNew.g5.txt
Count=10000|Abandoned=0|Rejected=0|Sending=10000|Queuing=0
ReqSNO|T0|T1|T2|(T1-T0)|(T2-T1)|T0-|T1-|T2-
3441|20190828052625.773314|20190828052625.773327|20190828052625.773330|13|3|5|7|5
3443|20190828052625.773318|20190828052625.773328|20190828052625.773332|10|4|4|1|2
3445|20190828052625.773324|20190828052625.773330|20190828052625.773334|6|4|6|2|2
3447|20190828052625.773330|20190828052625.773351|20190828052625.773358|21|7|6|21|24
3449|20190828052625.773348|20190828052625.773354|20190828052625.773361|6|7|18|3|3
3451|20190828052625.773354|20190828052625.773366|20190828052625.773371|12|5|6|12|10
3453|20190828052625.773360|20190828052625.773374|20190828052625.773379|14|5|6|8|8
3455|20190828052625.773364|20190828052625.773376|20190828052625.773381|12|5|4|2|2
3457|20190828052625.773371|20190828052625.773378|20190828052625.773383|7|5|7|2|2
3459|20190828052625.773377|20190828052625.773390|20190828052625.773395|13|5|6|12|12
3461|20190828052625.773383|20190828052625.773397|20190828052625.773401|14|4|6|7|6
3463|20190828052625.773386|20190828052625.773398|20190828052625.773403|12|5|3|1|2
3465|20190828052625.773393|20190828052625.773400|20190828052625.773405|7|5|7|2|2
3467|20190828052625.773399|20190828052625.773412|20190828052625.773416|13|4|6|12|11
3469|20190828052625.773404|20190828052625.773416|20190828052625.773420|12|4|5|4|4
3471|20190828052625.773408|20190828052625.773417|20190828052625.773422|9|5|4|1|2
3473|20190828052625.773414|20190828052625.773420|20190828052625.773424|6|4|6|3|2
3475|20190828052625.773420|20190828052625.773431|20190828052625.773435|11|4|6|11|11
3477|20190828052625.773425|20190828052625.773438|20190828052625.773441|13|3|5|7|6
3479|20190828052625.773428|20190828052625.773439|20190828052625.773443|11|4|3|1|2
3481|20190828052625.773434|20190828052625.773440|20190828052625.773445|6|5|6|1|2
3483|20190828052625.773439|20190828052625.773445|20190828052625.773449|6|4|5|5|4
3485|20190828052625.773443|20190828052625.773448|20190828052625.773451|5|3|4|3|2
3487|20190828052625.773448|20190828052625.773459|20190828052625.773464|11|5|5|11|13
3489|20190828052625.773453|20190828052625.773468|20190828052625.773473|15|5|5|9|9
3491|20190828052625.773457|20190828052625.773469|20190828052625.773476|12|7|4|1|3
3493|20190828052625.773465|20190828052625.773471|20190828052625.773478|6|7|8|2|2
3495|20190828052625.773470|20190828052625.773483|20190828052625.773488|13|5|5|12|10
3497|20190828052625.773476|20190828052625.773489|20190828052625.773492|13|3|6|6|4
3499|20190828052625.773479|20190828052625.773490|20190828052625.773494|11|4|3|1|2
3501|20190828052625.773487|20190828052625.773492|20190828052625.773496|5|4|8|2|2
3503|20190828052625.773492|20190828052625.773504|20190828052625.773508|12|4|5|12|12
3505|20190828052625.773498|20190828052625.773510|20190828052625.773513|12|3|6|6|5
3507|20190828052625.773501|20190828052625.773511|20190828052625.773515|10|4|3|1|2
3509|20190828052625.773508|20190828052625.773513|20190828052625.773517|5|4|7|2|2
3511|20190828052625.773514|20190828052625.773527|20190828052625.773532|13|5|6|14|15
3513|20190828052625.773519|20190828052625.773533|20190828052625.773536|14|3|5|6|4
3515|20190828052625.773523|20190828052625.773534|20190828052625.773538|11|4|4|1|2
3517|20190828052625.773530|20190828052625.773536|20190828052625.773540|6|4|7|2|2
3519|20190828052625.773536|20190828052625.773547|20190828052625.773552|11|5|6|11|12
3521|20190828052625.773542|20190828052625.773553|20190828052625.773557|11|4|6|6|5
3523|20190828052625.773545|20190828052625.773554|20190828052625.773560|9|6|3|1|3
3525|20190828052625.773551|20190828052625.773556|20190828052625.773562|5|6|6|2|2
3527|20190828052625.773557|20190828052625.773568|20190828052625.773573|11|5|6|12|11
3529|20190828052625.773562|20190828052625.773574|20190828052625.773577|12|3|5|6|4
3531|20190828052625.773566|20190828052625.773575|20190828052625.773579|9|4|4|1|2
3533|20190828052625.773572|20190828052625.773577|20190828052625.773581|5|4|6|2|2
3535|20190828052625.773578|20190828052625.773589|20190828052625.773594|11|5|6|12|13
3537|20190828052625.773583|20190828052625.773595|20190828052625.773598|12|3|5|6|4
3539|20190828052625.773586|20190828052625.773595|20190828052625.773600|9|5|3|0|2
3541|20190828052625.773593|20190828052625.773598|20190828052625.773602|5|4|7|3|2
3543|20190828052625.773599|20190828052625.773610|20190828052625.773614|11|4|6|12|12
3545|20190828052625.773604|20190828052625.773615|20190828052625.773632|11|17|5|5|18
3547|20190828052625.773607|20190828052625.773616|20190828052625.773634|9|18|3|1|2
3549|20190828052625.773614|20190828052625.773632|20190828052625.773636|18|4|7|16|2
3551|20190828052625.773630|20190828052625.773637|20190828052625.773642|7|5|16|5|6
3553|20190828052625.773634|20190828052625.773640|20190828052625.773644|6|4|4|3|2
3555|20190828052625.773640|20190828052625.773652|20190828052625.773657|12|5|6|12|13
3557|20190828052625.773646|20190828052625.773658|20190828052625.773661|12|3|6|6|4
3559|20190828052625.773649|20190828052625.773659|20190828052625.773663|10|4|3|1|2
3561|20190828052625.773656|20190828052625.773661|20190828052625.773665|5|4|7|2|2
3563|20190828052625.773661|20190828052625.773673|20190828052625.773677|12|4|5|12|12
3565|20190828052625.773666|20190828052625.773681|20190828052625.773685|15|4|5|8|8
3567|20190828052625.773670|20190828052625.773682|20190828052625.773688|12|6|4|1|3
3569|20190828052625.773677|20190828052625.773684|20190828052625.773690|7|6|7|2|2
3571|20190828052625.773684|20190828052625.773698|20190828052625.773702|14|4|7|14|12
3573|20190828052625.773690|20190828052625.773705|20190828052625.773709|15|4|6|7|7
3575|20190828052625.773693|20190828052625.773706|20190828052625.773711|13|5|3|1|2
3577|20190828052625.773700|20190828052625.773708|20190828052625.773713|8|5|7|2|2
3579|20190828052625.773706|20190828052625.773713|20190828052625.773718|7|5|6|5|5
3581|20190828052625.773710|20190828052625.773716|20190828052625.773720|6|4|4|3|2
3583|20190828052625.773715|20190828052625.773726|20190828052625.773730|11|4|5|10|10
3585|20190828052625.773720|20190828052625.773732|20190828052625.773735|12|3|5|6|5
3587|20190828052625.773724|20190828052625.773733|20190828052625.773737|9|4|4|1|2
3589|20190828052625.773729|20190828052625.773735|20190828052625.773739|6|4|5|2|2
3591|20190828052625.773735|20190828052625.773748|20190828052625.773753|13|5|6|13|14
3593|20190828052625.773740|20190828052625.773755|20190828052625.773760|15|5|5|7|7
3595|20190828052625.773744|20190828052625.773756|20190828052625.773762|12|6|4|1|2
3597|20190828052625.773751|20190828052625.773758|20190828052625.773764|7|6|7|2|2
3599|20190828052625.773756|20190828052625.773763|20190828052625.773766|7|3|5|5|2
3601|20190828052625.773761|20190828052625.773766|20190828052625.773769|5|3|5|3|3
3603|20190828052625.773767|20190828052625.773778|20190828052625.773783|11|5|6|12|14
3605|20190828052625.773772|20190828052625.773784|20190828052625.773798|12|14|5|6|15
3607|20190828052625.773776|20190828052625.773785|20190828052625.773800|9|15|4|1|2
3609|20190828052625.773782|20190828052625.773820|20190828052625.773825|38|5|6|35|25
3611|20190828052625.773799|20190828052625.773822|20190828052625.773827|23|5|17|2|2
3613|20190828052625.773802|20190828052625.773823|20190828052625.773830|21|7|3|1|3
3615|20190828052625.773810|20190828052625.773823|20190828052625.773832|13|9|8|0|2
3617|20190828052625.773814|20190828052625.773830|20190828052625.773834|16|4|4|7|2
3619|20190828052625.773823|20190828052625.773831|20190828052625.773836|8|5|9|1|2
3621|20190828052625.773829|20190828052625.773847|20190828052625.773860|18|13|6|16|24
3623|20190828052625.773833|20190828052625.773849|20190828052625.773863|16|14|4|2|3
3625|20190828052625.773839|20190828052625.773865|20190828052625.773868|26|3|6|16|5
3627|20190828052625.773842|20190828052625.773866|20190828052625.773870|24|4|3|1|2
3629|20190828052625.773862|20190828052625.773874|20190828052625.773879|12|5|20|8|9
3631|20190828052625.773867|20190828052625.773876|20190828052625.773881|9|5|5|2|2
3633|20190828052625.773873|20190828052625.773895|20190828052625.773899|22|4|6|19|18
3635|20190828052625.773889|20190828052625.773906|20190828052625.773911|17|5|16|11|12
3637|20190828052625.773899|20190828052625.773916|20190828052625.773920|17|4|10|10|9
3639|20190828052625.773905|20190828052625.773917|20190828052625.773922|12|5|6|1|2
3641|20190828052625.773917|20190828052625.773925|20190828052625.773929|8|4|12|8|7
3643|20190828052625.773923|20190828052625.773943|20190828052625.773948|20|5|6|18|19
3645|20190828052625.773935|20190828052625.773945|20190828052625.773950|10|5|12|2|2
3647|20190828052625.773943|20190828052625.773961|20190828052625.773966|18|5|8|16|16
3649|20190828052625.773955|20190828052625.773971|20190828052625.773975|16|4|12|10|9
3651|20190828052625.773967|20190828052625.773981|20190828052625.773985|14|4|12|10|10
3653|20190828052625.773974|20190828052625.773996|20190828052625.774001|22|5|7|15|16
3655|20190828052625.773984|20190828052625.773997|20190828052625.774003|13|6|10|1|2
3657|20190828052625.773993|20190828052625.774014|20190828052625.774018|21|4|9|17|15
3659|20190828052625.774008|20190828052625.774023|20190828052625.774028|15|5|15|9|10
3661|20190828052625.774019|20190828052625.774042|20190828052625.774046|23|4|11|19|18
3663|20190828052625.774027|20190828052625.774043|20190828052625.774049|16|6|8|1|3
3665|20190828052625.774036|20190828052625.774054|20190828052625.774059|18|5|9|11|10
3667|20190828052625.774046|20190828052625.774056|20190828052625.774062|10|6|10|2|3
3669|20190828052625.774054|20190828052625.774073|20190828052625.774078|19|5|8|17|16
3671|20190828052625.774064|20190828052625.774074|20190828052625.774081|10|7|10|1|3
3673|20190828052625.774073|20190828052625.774092|20190828052625.774098|19|6|9|18|17
3675|20190828052625.774083|20190828052625.774094|20190828052625.774100|11|6|10|2|2
3677|20190828052625.774092|20190828052625.774108|20190828052625.774113|16|5|9|14|13
3679|20190828052625.774104|20190828052625.774123|20190828052625.774128|19|5|12|15|15
3681|20190828052625.774119|20190828052625.774144|20190828052625.774149|25|5|15|21|21
3683|20190828052625.774137|20190828052625.774158|20190828052625.774163|21|5|18|14|14
3685|20190828052625.774147|20190828052625.774159|20190828052625.774165|12|6|10|1|2
3687|20190828052625.774158|20190828052625.774177|20190828052625.774182|19|5|11|18|17
3689|20190828052625.774172|20190828052625.774195|20190828052625.774200|23|5|14|18|18
3691|20190828052625.774180|20190828052625.774196|20190828052625.774202|16|6|8|1|2
3693|20190828052625.774186|20190828052625.774206|20190828052625.774210|20|4|6|10|8
3695|20190828052625.774191|20190828052625.774207|20190828052625.774212|16|5|5|1|2
3697|20190828052625.774197|20190828052625.774207|20190828052625.774214|10|7|6|0|2
3699|20190828052625.774205|20190828052625.774220|20190828052625.774225|15|5|8|13|11
3701|20190828052625.774210|20190828052625.774234|20190828052625.774238|24|4|5|14|13
3703|20190828052625.774219|20190828052625.774235|20190828052625.774241|16|6|9|1|3
3705|20190828052625.774222|20190828052625.774236|20190828052625.774243|14|7|3|1|2
3707|20190828052625.774229|20190828052625.774243|20190828052625.774247|14|4|7|7|4
3709|20190828052625.774237|20190828052625.774269|20190828052625.774274|32|5|8|26|27
3711|20190828052625.774246|20190828052625.774270|20190828052625.774276|24|6|9|1|2
3713|20190828052625.774254|20190828052625.774271|20190828052625.774278|17|7|8|1|2
3715|20190828052625.774265|20190828052625.774285|20190828052625.774289|20|4|11|14|11
3717|20190828052625.774277|20190828052625.774286|20190828052625.774293|9|7|12|1|4
3719|20190828052625.774286|20190828052625.774302|20190828052625.774307|16|5|9|16|14
3721|20190828052625.774298|20190828052625.774312|20190828052625.774317|14|5|12|10|10
3723|20190828052625.774308|20190828052625.774326|20190828052625.774332|18|6|10|14|15
3725|20190828052625.774314|20190828052625.774327|20190828052625.774335|13|8|6|1|3
3727|20190828052625.774321|20190828052625.774339|20190828052625.774344|18|5|7|12|9
3729|20190828052625.774329|20190828052625.774355|20190828052625.774360|26|5|8|16|16
3731|20190828052625.774338|20190828052625.774356|20190828052625.774362|18|6|9|1|2
3733|20190828052625.774342|20190828052625.774357|20190828052625.774364|15|7|4|1|2
3735|20190828052625.774352|20190828052625.774373|20190828052625.774377|21|4|10|16|13
3737|20190828052625.774365|20190828052625.774374|20190828052625.774380|9|6|13|1|3
3739|20190828052625.774372|20190828052625.774392|20190828052625.774396|20|4|7|18|16
3741|20190828052625.774384|20190828052625.774393|20190828052625.774399|9|6|12|1|3
3743|20190828052625.774391|20190828052625.774410|20190828052625.774415|19|5|7|17|16
3745|20190828052625.774402|20190828052625.774411|20190828052625.774417|9|6|11|1|2
3747|20190828052625.774410|20190828052625.774429|20190828052625.774433|19|4|8|18|16
3749|20190828052625.774421|20190828052625.774430|20190828052625.774436|9|6|11|1|3
3751|20190828052625.774428|20190828052625.774448|20190828052625.774453|20|5|7|18|17
3753|20190828052625.774439|20190828052625.774449|20190828052625.774455|10|6|11|1|2
3755|20190828052625.774448|20190828052625.774466|20190828052625.774471|18|5|9|17|16
3757|20190828052625.774458|20190828052625.774468|20190828052625.774473|10|5|10|2|2
3759|20190828052625.774466|20190828052625.774483|20190828052625.774487|17|4|8|15|14
3761|20190828052625.774478|20190828052625.774492|20190828052625.774497|14|5|12|9|10
3763|20190828052625.774488|20190828052625.774509|20190828052625.774514|21|5|10|17|17
3765|20190828052625.774496|20190828052625.774510|20190828052625.774516|14|6|8|1|2
3767|20190828052625.774506|20190828052625.774527|20190828052625.774532|21|5|10|17|16
3769|20190828052625.774519|20190828052625.774537|20190828052625.774542|18|5|13|10|10
3771|20190828052625.774526|20190828052625.774538|20190828052625.774544|12|6|7|1|2
3773|20190828052625.774537|20190828052625.774555|20190828052625.774560|18|5|11|17|16
3775|20190828052625.774544|20190828052625.774556|20190828052625.774562|12|6|7|1|2
3777|20190828052625.774556|20190828052625.774573|20190828052625.774577|17|4|12|17|15
3779|20190828052625.774565|20190828052625.774590|20190828052625.774594|25|4|9|17|17
3781|20190828052625.774575|20190828052625.774591|20190828052625.774597|16|6|10|1|3
3783|20190828052625.774584|20190828052625.774601|20190828052625.774605|17|4|9|10|8
3785|20190828052625.774592|20190828052625.774602|20190828052625.774608|10|6|8|1|3
3787|20190828052625.774597|20190828052625.774610|20190828052625.774615|13|5|5|8|7
3789|20190828052625.774605|20190828052625.774619|20190828052625.774624|14|5|8|9|9
3791|20190828052625.774615|20190828052625.774628|20190828052625.774633|13|5|10|9|9
3793|20190828052625.774621|20190828052625.774638|20190828052625.774643|17|5|6|10|10
3795|20190828052625.774634|20190828052625.774646|20190828052625.774650|12|4|13|8|7
3797|20190828052625.774641|20190828052625.774661|20190828052625.774666|20|5|7|15|16
3799|20190828052625.774656|20190828052625.774676|20190828052625.774681|20|5|15|15|15
3801|20190828052625.774671|20190828052625.774692|20190828052625.774697|21|5|15|16|16
3803|20190828052625.774679|20190828052625.774694|20190828052625.774700|15|6|8|2|3
3805|20190828052625.774686|20190828052625.774714|20190828052625.774719|28|5|7|20|19
3807|20190828052625.774695|20190828052625.774716|20190828052625.774721|21|5|9|2|2
3809|20190828052625.774715|20190828052625.774733|20190828052625.774738|18|5|20|17|17
3811|20190828052625.774724|20190828052625.774742|20190828052625.774746|18|4|9|9|8
3813|20190828052625.774736|20190828052625.774743|20190828052625.774749|7|6|12|1|3
3815|20190828052625.774743|20190828052625.774758|20190828052625.774762|15|4|7|15|13
3817|20190828052625.774753|20190828052625.774766|20190828052625.774771|13|5|10|8|9
3819|20190828052625.774763|20190828052625.774783|20190828052625.774788|20|5|10|17|17
3821|20190828052625.774770|20190828052625.774785|20190828052625.774791|15|6|7|2|3
3823|20190828052625.774778|20190828052625.774791|20190828052625.774794|13|3|8|6|3
3825|20190828052625.774784|20190828052625.774792|20190828052625.774796|8|4|6|1|2
3827|20190828052625.774790|20190828052625.774800|20190828052625.774805|10|5|6|8|9
3829|20190828052625.774797|20190828052625.774817|20190828052625.774822|20|5|7|17|17
3831|20190828052625.774804|20190828052625.774818|20190828052625.774824|14|6|7|1|2
3833|20190828052625.774815|20190828052625.774836|20190828052625.774841|21|5|11|18|17
3835|20190828052625.774827|20190828052625.774837|20190828052625.774843|10|6|12|1|2
3837|20190828052625.774836|20190828052625.774855|20190828052625.774860|19|5|9|18|17
3839|20190828052625.774847|20190828052625.774856|20190828052625.774862|9|6|11|1|2
3841|20190828052625.774855|20190828052625.774874|20190828052625.774879|19|5|8|18|17
3843|20190828052625.774868|20190828052625.774887|20190828052625.774892|19|5|13|13|13
3845|20190828052625.774878|20190828052625.774904|20190828052625.774909|26|5|10|17|17
3847|20190828052625.774886|20190828052625.774906|20190828052625.774911|20|5|8|2|2
3849|20190828052625.774890|20190828052625.774906|20190828052625.774914|16|8|4|0|3
3851|20190828052625.774901|20190828052625.774923|20190828052625.774927|22|4|11|17|13
3853|20190828052625.774915|20190828052625.774931|20190828052625.774935|16|4|14|8|8
3855|20190828052625.774921|20190828052625.774932|20190828052625.774947|11|15|6|1|12
3857|20190828052625.774933|20190828052625.774959|20190828052625.774967|26|8|12|27|20
3859|20190828052625.774952|20190828052625.774973|20190828052625.774978|21|5|19|14|11
3861|20190828052625.774963|20190828052625.774983|20190828052625.774988|20|5|11|10|10
3863|20190828052625.774973|20190828052625.774984|20190828052625.774990|11|6|10|1|2
3865|20190828052625.774984|20190828052625.774992|20190828052625.774997|8|5|11|8|7
3867|20190828052625.774990|20190828052625.775016|20190828052625.775021|26|5|6|24|24
3869|20190828052625.775002|20190828052625.775026|20190828052625.775031|24|5|12|10|10
3871|20190828052625.775021|20190828052625.775035|20190828052625.775040|14|5|19|9|9
3873|20190828052625.775032|20190828052625.775045|20190828052625.775050|13|5|11|10|10
3875|20190828052625.775038|20190828052625.775063|20190828052625.775068|25|5|6|18|18
3877|20190828052625.775049|20190828052625.775064|20190828052625.775071|15|7|11|1|3
3879|20190828052625.775054|20190828052625.775071|20190828052625.775074|17|3|5|7|3
3881|20190828052625.775058|20190828052625.775072|20190828052625.775076|14|4|4|1|2
3883|20190828052625.775065|20190828052625.775072|20190828052625.775078|7|6|7|0|2
3885|20190828052625.775072|20190828052625.775087|20190828052625.775091|15|4|7|15|13
3887|20190828052625.775081|20190828052625.775107|20190828052625.775112|26|5|9|20|21
3889|20190828052625.775099|20190828052625.775116|20190828052625.775121|17|5|18|9|9
3891|20190828052625.775106|20190828052625.775117|20190828052625.775123|11|6|7|1|2
3893|20190828052625.775116|20190828052625.775126|20190828052625.775131|10|5|10|9|8
3895|20190828052625.775122|20190828052625.775143|20190828052625.775148|21|5|6|17|17
3897|20190828052625.775130|20190828052625.775144|20190828052625.775150|14|6|8|1|2
3899|20190828052625.775140|20190828052625.775161|20190828052625.775166|21|5|10|17|16
3901|20190828052625.775153|20190828052625.775169|20190828052625.775174|16|5|13|8|8
3903|20190828052625.775159|20190828052625.775170|20190828052625.775176|11|6|6|1|2
3905|20190828052625.775171|20190828052625.775186|20190828052625.775191|15|5|12|16|15
3907|20190828052625.775181|20190828052625.775203|20190828052625.775208|22|5|10|17|17
3909|20190828052625.775196|20190828052625.775220|20190828052625.775225|24|5|15|17|17
3911|20190828052625.775207|20190828052625.775221|20190828052625.775227|14|6|11|1|2
3913|20190828052625.775216|20190828052625.775240|20190828052625.775244|24|4|9|19|17
3915|20190828052625.775230|20190828052625.775241|20190828052625.775247|11|6|14|1|3
3917|20190828052625.775240|20190828052625.775258|20190828052625.775263|18|5|10|17|16
3919|20190828052625.775253|20190828052625.775268|20190828052625.775273|15|5|13|10|10
3921|20190828052625.775263|20190828052625.775278|20190828052625.775282|15|4|10|10|9
3923|20190828052625.775271|20190828052625.775296|20190828052625.775301|25|5|8|18|19
3925|20190828052625.775287|20190828052625.775297|20190828052625.775303|10|6|16|1|2
3927|20190828052625.775295|20190828052625.775314|20190828052625.775318|19|4|8|17|15
3929|20190828052625.775307|20190828052625.775328|20190828052625.775333|21|5|12|14|15
3931|20190828052625.775316|20190828052625.775329|20190828052625.775335|13|6|9|1|2
3933|20190828052625.775322|20190828052625.775336|20190828052625.775341|14|5|6|7|6
3935|20190828052625.775328|20190828052625.775338|20190828052625.775343|10|5|6|2|2
3937|20190828052625.775335|20190828052625.775347|20190828052625.775351|12|4|7|9|8
3939|20190828052625.775340|20190828052625.775364|20190828052625.775369|24|5|5|17|18
3941|20190828052625.775349|20190828052625.775365|20190828052625.775371|16|6|9|1|2
3943|20190828052625.775357|20190828052625.775372|20190828052625.775377|15|5|8|7|6
3945|20190828052625.775367|20190828052625.775374|20190828052625.775380|7|6|10|2|3
3947|20190828052625.775374|20190828052625.775392|20190828052625.775397|18|5|7|18|17
3949|20190828052625.775384|20190828052625.775406|20190828052625.775411|22|5|10|14|14
3951|20190828052625.775396|20190828052625.775408|20190828052625.775414|12|6|12|2|3
3953|20190828052625.775404|20190828052625.775423|20190828052625.775428|19|5|8|15|14
3955|20190828052625.775417|20190828052625.775437|20190828052625.775442|20|5|13|14|14
3957|20190828052625.775427|20190828052625.775439|20190828052625.775444|12|5|10|2|2
3959|20190828052625.775432|20190828052625.775450|20190828052625.775455|18|5|5|11|11
3961|20190828052625.775441|20190828052625.775460|20190828052625.775465|19|5|9|10|10
3963|20190828052625.775447|20190828052625.775461|20190828052625.775467|14|6|6|1|2
3965|20190828052625.775452|20190828052625.775462|20190828052625.775470|10|8|5|1|3
3967|20190828052625.775458|20190828052625.775466|20190828052625.775472|8|6|6|4|2
3969|20190828052625.775464|20190828052625.775475|20190828052625.775480|11|5|6|9|8
3971|20190828052625.775474|20190828052625.775484|20190828052625.775489|10|5|10|9|9
3973|20190828052625.775481|20190828052625.775494|20190828052625.775499|13|5|7|10|10
3975|20190828052625.775490|20190828052625.775504|20190828052625.775508|14|4|9|10|9
3977|20190828052625.775497|20190828052625.775520|20190828052625.775525|23|5|7|16|17
3979|20190828052625.775507|20190828052625.775521|20190828052625.775528|14|7|10|1|3
3981|20190828052625.775514|20190828052625.775536|20190828052625.775541|22|5|7|15|13
3983|20190828052625.775522|20190828052625.775537|20190828052625.775543|15|6|8|1|2
3985|20190828052625.775531|20190828052625.775553|20190828052625.775558|22|5|9|16|15
3987|20190828052625.775545|20190828052625.775554|20190828052625.775560|9|6|14|1|2
3989|20190828052625.775554|20190828052625.775570|20190828052625.775575|16|5|9|16|15
3991|20190828052625.775565|20190828052625.775582|20190828052625.775587|17|5|11|12|12
3993|20190828052625.775575|20190828052625.775591|20190828052625.775596|16|5|10|9|9
3995|20190828052625.775584|20190828052625.775592|20190828052625.775599|8|7|9|1|3
3997|20190828052625.775592|20190828052625.775610|20190828052625.775615|18|5|8|18|16
3999|20190828052625.775602|20190828052625.775626|20190828052625.775631|24|5|10|16|16
4001|20190828052625.775614|20190828052625.775628|20190828052625.775634|14|6|12|2|3
4003|20190828052625.775622|20190828052625.775645|20190828052625.775650|23|5|8|17|16
4005|20190828052625.775636|20190828052625.775646|20190828052625.775652|10|6|14|1|2
4007|20190828052625.775645|20190828052625.775662|20190828052625.775667|17|5|9|16|15
4009|20190828052625.775655|20190828052625.775672|20190828052625.775678|17|6|10|10|11
4011|20190828052625.775666|20190828052625.775687|20190828052625.775692|21|5|11|15|14
4013|20190828052625.775676|20190828052625.775688|20190828052625.775694|12|6|10|1|2
4015|20190828052625.775684|20190828052625.775706|20190828052625.775711|22|5|8|18|17
4017|20190828052625.775697|20190828052625.775707|20190828052625.775713|10|6|13|1|2
4019|20190828052625.775706|20190828052625.775723|20190828052625.775727|17|4|9|16|14
4021|20190828052625.775718|20190828052625.775732|20190828052625.775737|14|5|12|9|10
4023|20190828052625.775729|20190828052625.775741|20190828052625.775745|12|4|11|9|8
