/home/fonwin/f9utws.busy/logs/20190828/omstws.log.TwsNew.g4.txt
Count=1000|Abandoned=0|Rejected=0|Sending=1000|Queuing=0
ReqSNO|T0|T1|T2|(T1-T0)|(T2-T1)|T0-|T1-|T2-
423|20190828052614.339747|20190828052614.339758|20190828052614.339762|11|4|4|1|2
425|20190828052614.339754|20190828052614.339761|20190828052614.339764|7|3|7|3|2
427|20190828052614.339761|20190828052614.339774|20190828052614.339779|13|5|7|13|15
429|20190828052614.339767|20190828052614.339780|20190828052614.339783|13|3|6|6|4
431|20190828052614.339771|20190828052614.339781|20190828052614.339796|10|15|4|1|13
433|20190828052614.339777|20190828052614.339794|20190828052614.339799|17|5|6|13|3
435|20190828052614.339797|20190828052614.339809|20190828052614.339814|12|5|20|15|15
437|20190828052614.339802|20190828052614.339815|20190828052614.339818|13|3|5|6|4
439|20190828052614.339806|20190828052614.339816|20190828052614.339820|10|4|4|1|2
441|20190828052614.339812|20190828052614.339818|20190828052614.339823|6|5|6|2|3
443|20190828052614.339818|20190828052614.339829|20190828052614.339834|11|5|6|11|11
445|20190828052614.339823|20190828052614.339838|20190828052614.339841|15|3|5|9|7
447|20190828052614.339826|20190828052614.339839|20190828052614.339843|13|4|3|1|2
449|20190828052614.339834|20190828052614.339841|20190828052614.339846|7|5|8|2|3
451|20190828052614.339841|20190828052614.339852|20190828052614.339857|11|5|7|11|11
453|20190828052614.339847|20190828052614.339858|20190828052614.339862|11|4|6|6|5
455|20190828052614.339850|20190828052614.339859|20190828052614.339864|9|5|3|1|2
457|20190828052614.339856|20190828052614.339862|20190828052614.339866|6|4|6|3|2
459|20190828052614.339862|20190828052614.339874|20190828052614.339878|12|4|6|12|12
461|20190828052614.339868|20190828052614.339880|20190828052614.339883|12|3|6|6|5
463|20190828052614.339871|20190828052614.339881|20190828052614.339885|10|4|3|1|2
465|20190828052614.339877|20190828052614.339883|20190828052614.339887|6|4|6|2|2
467|20190828052614.339883|20190828052614.339895|20190828052614.339900|12|5|6|12|13
469|20190828052614.339889|20190828052614.339901|20190828052614.339904|12|3|6|6|4
471|20190828052614.339892|20190828052614.339902|20190828052614.339906|10|4|3|1|2
473|20190828052614.339899|20190828052614.339904|20190828052614.339909|5|5|7|2|3
475|20190828052614.339904|20190828052614.339917|20190828052614.339921|13|4|5|13|12
477|20190828052614.339909|20190828052614.339923|20190828052614.339926|14|3|5|6|5
479|20190828052614.339913|20190828052614.339924|20190828052614.339928|11|4|4|1|2
481|20190828052614.339921|20190828052614.339926|20190828052614.339930|5|4|8|2|2
483|20190828052614.339927|20190828052614.339938|20190828052614.339943|11|5|6|12|13
485|20190828052614.339932|20190828052614.339945|20190828052614.339948|13|3|5|7|5
487|20190828052614.339936|20190828052614.339945|20190828052614.339951|9|6|4|0|3
489|20190828052614.339942|20190828052614.339948|20190828052614.339953|6|5|6|3|2
491|20190828052614.339948|20190828052614.339962|20190828052614.339966|14|4|6|14|13
493|20190828052614.339953|20190828052614.339967|20190828052614.339970|14|3|5|5|4
495|20190828052614.339957|20190828052614.339968|20190828052614.339973|11|5|4|1|3
497|20190828052614.339965|20190828052614.339971|20190828052614.339975|6|4|8|3|2
499|20190828052614.339971|20190828052614.339982|20190828052614.339986|11|4|6|11|11
501|20190828052614.339976|20190828052614.339988|20190828052614.339991|12|3|5|6|5
503|20190828052614.339979|20190828052614.339989|20190828052614.339993|10|4|3|1|2
505|20190828052614.339986|20190828052614.339991|20190828052614.339995|5|4|7|2|2
507|20190828052614.339992|20190828052614.340005|20190828052614.340010|13|5|6|14|15
509|20190828052614.339997|20190828052614.340012|20190828052614.340015|15|3|5|7|5
511|20190828052614.340001|20190828052614.340013|20190828052614.340017|12|4|4|1|2
513|20190828052614.340008|20190828052614.340015|20190828052614.340020|7|5|7|2|3
515|20190828052614.340014|20190828052614.340027|20190828052614.340032|13|5|6|12|12
517|20190828052614.340019|20190828052614.340032|20190828052614.340035|13|3|5|5|3
519|20190828052614.340023|20190828052614.340033|20190828052614.340037|10|4|4|1|2
521|20190828052614.340030|20190828052614.340036|20190828052614.340039|6|3|7|3|2
523|20190828052614.340035|20190828052614.340047|20190828052614.340052|12|5|5|11|13
525|20190828052614.340041|20190828052614.340054|20190828052614.340057|13|3|6|7|5
527|20190828052614.340044|20190828052614.340054|20190828052614.340059|10|5|3|0|2
529|20190828052614.340051|20190828052614.340057|20190828052614.340061|6|4|7|3|2
531|20190828052614.340057|20190828052614.340067|20190828052614.340072|10|5|6|10|11
533|20190828052614.340061|20190828052614.340074|20190828052614.340077|13|3|4|7|5
535|20190828052614.340065|20190828052614.340075|20190828052614.340079|10|4|4|1|2
537|20190828052614.340071|20190828052614.340077|20190828052614.340081|6|4|6|2|2
539|20190828052614.340077|20190828052614.340090|20190828052614.340094|13|4|6|13|13
541|20190828052614.340082|20190828052614.340096|20190828052614.340099|14|3|5|6|5
543|20190828052614.340086|20190828052614.340097|20190828052614.340101|11|4|4|1|2
545|20190828052614.340093|20190828052614.340099|20190828052614.340103|6|4|7|2|2
547|20190828052614.340099|20190828052614.340110|20190828052614.340115|11|5|6|11|12
549|20190828052614.340104|20190828052614.340118|20190828052614.340122|14|4|5|8|7
551|20190828052614.340108|20190828052614.340119|20190828052614.340124|11|5|4|1|2
553|20190828052614.340114|20190828052614.340120|20190828052614.340127|6|7|6|1|3
555|20190828052614.340119|20190828052614.340133|20190828052614.340138|14|5|5|13|11
557|20190828052614.340125|20190828052614.340140|20190828052614.340143|15|3|6|7|5
559|20190828052614.340129|20190828052614.340141|20190828052614.340146|12|5|4|1|3
561|20190828052614.340135|20190828052614.340143|20190828052614.340148|8|5|6|2|2
563|20190828052614.340141|20190828052614.340149|20190828052614.340154|8|5|6|6|6
565|20190828052614.340145|20190828052614.340151|20190828052614.340156|6|5|4|2|2
567|20190828052614.340151|20190828052614.340161|20190828052614.340165|10|4|6|10|9
569|20190828052614.340156|20190828052614.340167|20190828052614.340170|11|3|5|6|5
571|20190828052614.340159|20190828052614.340168|20190828052614.340172|9|4|3|1|2
573|20190828052614.340165|20190828052614.340170|20190828052614.340175|5|5|6|2|3
575|20190828052614.340170|20190828052614.340182|20190828052614.340187|12|5|5|12|12
577|20190828052614.340175|20190828052614.340188|20190828052614.340191|13|3|5|6|4
579|20190828052614.340179|20190828052614.340189|20190828052614.340193|10|4|4|1|2
581|20190828052614.340186|20190828052614.340192|20190828052614.340196|6|4|7|3|3
583|20190828052614.340192|20190828052614.340203|20190828052614.340207|11|4|6|11|11
585|20190828052614.340196|20190828052614.340208|20190828052614.340212|12|4|4|5|5
587|20190828052614.340200|20190828052614.340209|20190828052614.340214|9|5|4|1|2
589|20190828052614.340206|20190828052614.340212|20190828052614.340216|6|4|6|3|2
591|20190828052614.340212|20190828052614.340224|20190828052614.340228|12|4|6|12|12
593|20190828052614.340217|20190828052614.340230|20190828052614.340233|13|3|5|6|5
595|20190828052614.340221|20190828052614.340231|20190828052614.340236|10|5|4|1|3
597|20190828052614.340227|20190828052614.340233|20190828052614.340238|6|5|6|2|2
599|20190828052614.340233|20190828052614.340244|20190828052614.340249|11|5|6|11|11
601|20190828052614.340238|20190828052614.340249|20190828052614.340253|11|4|5|5|4
603|20190828052614.340241|20190828052614.340250|20190828052614.340255|9|5|3|1|2
605|20190828052614.340247|20190828052614.340253|20190828052614.340257|6|4|6|3|2
607|20190828052614.340253|20190828052614.340273|20190828052614.340278|20|5|6|20|21
609|20190828052614.340258|20190828052614.340276|20190828052614.340282|18|6|5|3|4
611|20190828052614.340277|20190828052614.340288|20190828052614.340292|11|4|19|12|10
613|20190828052614.340282|20190828052614.340293|20190828052614.340297|11|4|5|5|5
615|20190828052614.340285|20190828052614.340294|20190828052614.340299|9|5|3|1|2
617|20190828052614.340292|20190828052614.340297|20190828052614.340301|5|4|7|3|2
619|20190828052614.340297|20190828052614.340308|20190828052614.340313|11|5|5|11|12
621|20190828052614.340302|20190828052614.340314|20190828052614.340317|12|3|5|6|4
623|20190828052614.340306|20190828052614.340315|20190828052614.340322|9|7|4|1|5
625|20190828052614.340312|20190828052614.340317|20190828052614.340325|5|8|6|2|3
627|20190828052614.340318|20190828052614.340331|20190828052614.340336|13|5|6|14|11
629|20190828052614.340323|20190828052614.340337|20190828052614.340340|14|3|5|6|4
631|20190828052614.340328|20190828052614.340338|20190828052614.340343|10|5|5|1|3
633|20190828052614.340334|20190828052614.340340|20190828052614.340346|6|6|6|2|3
635|20190828052614.340341|20190828052614.340352|20190828052614.340357|11|5|7|12|11
637|20190828052614.340345|20190828052614.340358|20190828052614.340361|13|3|4|6|4
639|20190828052614.340349|20190828052614.340359|20190828052614.340365|10|6|4|1|4
641|20190828052614.340356|20190828052614.340361|20190828052614.340368|5|7|7|2|3
643|20190828052614.340362|20190828052614.340372|20190828052614.340378|10|6|6|11|10
645|20190828052614.340366|20190828052614.340378|20190828052614.340382|12|4|4|6|4
647|20190828052614.340370|20190828052614.340379|20190828052614.340385|9|6|4|1|3
649|20190828052614.340376|20190828052614.340382|20190828052614.340387|6|5|6|3|2
651|20190828052614.340381|20190828052614.340394|20190828052614.340400|13|6|5|12|13
653|20190828052614.340386|20190828052614.340400|20190828052614.340403|14|3|5|6|3
655|20190828052614.340391|20190828052614.340401|20190828052614.340406|10|5|5|1|3
657|20190828052614.340397|20190828052614.340403|20190828052614.340408|6|5|6|2|2
659|20190828052614.340403|20190828052614.340414|20190828052614.340419|11|5|6|11|11
661|20190828052614.340408|20190828052614.340421|20190828052614.340425|13|4|5|7|6
663|20190828052614.340411|20190828052614.340422|20190828052614.340427|11|5|3|1|2
665|20190828052614.340418|20190828052614.340425|20190828052614.340430|7|5|7|3|3
667|20190828052614.340424|20190828052614.340436|20190828052614.340441|12|5|6|11|11
669|20190828052614.340429|20190828052614.340441|20190828052614.340444|12|3|5|5|3
671|20190828052614.340432|20190828052614.340442|20190828052614.340447|10|5|3|1|3
673|20190828052614.340438|20190828052614.340445|20190828052614.340450|7|5|6|3|3
675|20190828052614.340445|20190828052614.340456|20190828052614.340461|11|5|7|11|11
677|20190828052614.340450|20190828052614.340462|20190828052614.340466|12|4|5|6|5
679|20190828052614.340453|20190828052614.340463|20190828052614.340468|10|5|3|1|2
681|20190828052614.340460|20190828052614.340466|20190828052614.340471|6|5|7|3|3
683|20190828052614.340465|20190828052614.340476|20190828052614.340481|11|5|5|10|10
685|20190828052614.340470|20190828052614.340482|20190828052614.340485|12|3|5|6|4
687|20190828052614.340474|20190828052614.340483|20190828052614.340488|9|5|4|1|3
689|20190828052614.340480|20190828052614.340486|20190828052614.340490|6|4|6|3|2
691|20190828052614.340485|20190828052614.340497|20190828052614.340502|12|5|5|11|12
693|20190828052614.340491|20190828052614.340503|20190828052614.340506|12|3|6|6|4
695|20190828052614.340494|20190828052614.340504|20190828052614.340508|10|4|3|1|2
697|20190828052614.340501|20190828052614.340506|20190828052614.340511|5|5|7|2|3
699|20190828052614.340507|20190828052614.340518|20190828052614.340523|11|5|6|12|12
701|20190828052614.340512|20190828052614.340524|20190828052614.340527|12|3|5|6|4
703|20190828052614.340516|20190828052614.340525|20190828052614.340530|9|5|4|1|3
705|20190828052614.340522|20190828052614.340528|20190828052614.340532|6|4|6|3|2
707|20190828052614.340528|20190828052614.340542|20190828052614.340547|14|5|6|14|15
709|20190828052614.340533|20190828052614.340547|20190828052614.340550|14|3|5|5|3
711|20190828052614.340537|20190828052614.340548|20190828052614.340553|11|5|4|1|3
713|20190828052614.340544|20190828052614.340550|20190828052614.340555|6|5|7|2|2
715|20190828052614.340550|20190828052614.340561|20190828052614.340566|11|5|6|11|11
717|20190828052614.340556|20190828052614.340568|20190828052614.340571|12|3|6|7|5
719|20190828052614.340559|20190828052614.340569|20190828052614.340573|10|4|3|1|2
721|20190828052614.340565|20190828052614.340571|20190828052614.340575|6|4|6|2|2
723|20190828052614.340571|20190828052614.340582|20190828052614.340587|11|5|6|11|12
725|20190828052614.340576|20190828052614.340588|20190828052614.340592|12|4|5|6|5
727|20190828052614.340580|20190828052614.340589|20190828052614.340595|9|6|4|1|3
729|20190828052614.340586|20190828052614.340592|20190828052614.340597|6|5|6|3|2
731|20190828052614.340592|20190828052614.340602|20190828052614.340607|10|5|6|10|10
733|20190828052614.340597|20190828052614.340608|20190828052614.340614|11|6|5|6|7
735|20190828052614.340600|20190828052614.340609|20190828052614.340616|9|7|3|1|2
737|20190828052614.340607|20190828052614.340612|20190828052614.340619|5|7|7|3|3
739|20190828052614.340613|20190828052614.340634|20190828052614.340647|21|13|6|22|28
741|20190828052614.340618|20190828052614.340635|20190828052614.340650|17|15|5|1|3
743|20190828052614.340621|20190828052614.340645|20190828052614.340652|24|7|3|10|2
745|20190828052614.340631|20190828052614.340656|20190828052614.340661|25|5|10|11|9
747|20190828052614.340655|20190828052614.340665|20190828052614.340669|10|4|24|9|8
749|20190828052614.340660|20190828052614.340678|20190828052614.340683|18|5|5|13|14
751|20190828052614.340677|20190828052614.340705|20190828052614.340710|28|5|17|27|27
753|20190828052614.340696|20190828052614.340720|20190828052614.340726|24|6|19|15|16
755|20190828052614.340708|20190828052614.340741|20190828052614.340747|33|6|12|21|21
757|20190828052614.340734|20190828052614.340757|20190828052614.340762|23|5|26|16|15
759|20190828052614.340745|20190828052614.340759|20190828052614.340765|14|6|11|2|3
761|20190828052614.340754|20190828052614.340776|20190828052614.340781|22|5|9|17|16
763|20190828052614.340768|20190828052614.340778|20190828052614.340784|10|6|14|2|3
765|20190828052614.340776|20190828052614.340794|20190828052614.340799|18|5|8|16|15
767|20190828052614.340790|20190828052614.340804|20190828052614.340809|14|5|14|10|10
769|20190828052614.340800|20190828052614.340823|20190828052614.340828|23|5|10|19|19
771|20190828052614.340808|20190828052614.340825|20190828052614.340831|17|6|8|2|3
773|20190828052614.340815|20190828052614.340834|20190828052614.340839|19|5|7|9|8
775|20190828052614.340819|20190828052614.340836|20190828052614.340842|17|6|4|2|3
777|20190828052614.340826|20190828052614.340837|20190828052614.340844|11|7|7|1|2
779|20190828052614.340833|20190828052614.340847|20190828052614.340851|14|4|7|10|7
781|20190828052614.340838|20190828052614.340856|20190828052614.340860|18|4|5|9|9
783|20190828052614.340850|20190828052614.340857|20190828052614.340863|7|6|12|1|3
785|20190828052614.340857|20190828052614.340874|20190828052614.340879|17|5|7|17|16
787|20190828052614.340868|20190828052614.340883|20190828052614.340888|15|5|11|9|9
789|20190828052614.340879|20190828052614.340893|20190828052614.340898|14|5|11|10|10
791|20190828052614.340886|20190828052614.340911|20190828052614.340916|25|5|7|18|18
793|20190828052614.340897|20190828052614.340913|20190828052614.340919|16|6|11|2|3
795|20190828052614.340903|20190828052614.340922|20190828052614.340927|19|5|6|9|8
797|20190828052614.340907|20190828052614.340924|20190828052614.340930|17|6|4|2|3
799|20190828052614.340915|20190828052614.340924|20190828052614.340932|9|8|8|0|2
801|20190828052614.340922|20190828052614.340934|20190828052614.340939|12|5|7|10|7
803|20190828052614.340926|20190828052614.340949|20190828052614.340954|23|5|4|15|15
805|20190828052614.340936|20190828052614.340950|20190828052614.340957|14|7|10|1|3
807|20190828052614.340943|20190828052614.340959|20190828052614.340964|16|5|7|9|7
809|20190828052614.340949|20190828052614.340960|20190828052614.340966|11|6|6|1|2
811|20190828052614.340956|20190828052614.340966|20190828052614.340970|10|4|7|6|4
813|20190828052614.340961|20190828052614.340976|20190828052614.340980|15|4|5|10|10
815|20190828052614.340972|20190828052614.340995|20190828052614.341000|23|5|11|19|20
817|20190828052614.340979|20190828052614.340996|20190828052614.341003|17|7|7|1|3
819|20190828052614.340988|20190828052614.341003|20190828052614.341008|15|5|9|7|5
821|20190828052614.340997|20190828052614.341004|20190828052614.341010|7|6|9|1|2
823|20190828052614.341004|20190828052614.341017|20190828052614.341022|13|5|7|13|12
825|20190828052614.341013|20190828052614.341032|20190828052614.341037|19|5|9|15|15
827|20190828052614.341027|20190828052614.341041|20190828052614.341046|14|5|14|9|9
829|20190828052614.341037|20190828052614.341048|20190828052614.341053|11|5|10|7|7
831|20190828052614.341044|20190828052614.341065|20190828052614.341070|21|5|7|17|17
833|20190828052614.341058|20190828052614.341080|20190828052614.341085|22|5|14|15|15
835|20190828052614.341069|20190828052614.341082|20190828052614.341088|13|6|11|2|3
837|20190828052614.341077|20190828052614.341106|20190828052614.341111|29|5|8|24|23
839|20190828052614.341090|20190828052614.341116|20190828052614.341132|26|16|13|10|21
841|20190828052614.341108|20190828052614.341129|20190828052614.341135|21|6|18|13|3
843|20190828052614.341120|20190828052614.341140|20190828052614.341145|20|5|12|11|10
845|20190828052614.341126|20190828052614.341142|20190828052614.341148|16|6|6|2|3
847|20190828052614.341131|20190828052614.341143|20190828052614.341151|12|8|5|1|3
849|20190828052614.341138|20190828052614.341150|20190828052614.341155|12|5|7|7|4
851|20190828052614.341145|20190828052614.341168|20190828052614.341173|23|5|7|18|18
853|20190828052614.341154|20190828052614.341170|20190828052614.341176|16|6|9|2|3
855|20190828052614.341159|20190828052614.341176|20190828052614.341180|17|4|5|6|4
857|20190828052614.341164|20190828052614.341177|20190828052614.341184|13|7|5|1|4
859|20190828052614.341171|20190828052614.341178|20190828052614.341187|7|9|7|1|3
861|20190828052614.341178|20190828052614.341194|20190828052614.341199|16|5|7|16|12
863|20190828052614.341188|20190828052614.341203|20190828052614.341208|15|5|10|9|9
865|20190828052614.341200|20190828052614.341213|20190828052614.341218|13|5|12|10|10
867|20190828052614.341207|20190828052614.341229|20190828052614.341234|22|5|7|16|16
869|20190828052614.341216|20190828052614.341231|20190828052614.341237|15|6|9|2|3
871|20190828052614.341224|20190828052614.341244|20190828052614.341249|20|5|8|13|12
873|20190828052614.341232|20190828052614.341245|20190828052614.341251|13|6|8|1|2
875|20190828052614.341240|20190828052614.341262|20190828052614.341267|22|5|8|17|16
877|20190828052614.341254|20190828052614.341271|20190828052614.341276|17|5|14|9|9
879|20190828052614.341261|20190828052614.341280|20190828052614.341285|19|5|7|9|9
881|20190828052614.341273|20190828052614.341281|20190828052614.341287|8|6|12|1|2
883|20190828052614.341281|20190828052614.341297|20190828052614.341302|16|5|8|16|15
885|20190828052614.341293|20190828052614.341306|20190828052614.341311|13|5|12|9|9
887|20190828052614.341303|20190828052614.341323|20190828052614.341328|20|5|10|17|17
889|20190828052614.341310|20190828052614.341324|20190828052614.341340|14|16|7|1|12
891|20190828052614.341320|20190828052614.341348|20190828052614.341359|28|11|10|24|19
893|20190828052614.341346|20190828052614.341362|20190828052614.341367|16|5|26|14|8
895|20190828052614.341358|20190828052614.341379|20190828052614.341384|21|5|12|17|17
897|20190828052614.341365|20190828052614.341380|20190828052614.341386|15|6|7|1|2
899|20190828052614.341376|20190828052614.341398|20190828052614.341413|22|15|11|18|27
901|20190828052614.341390|20190828052614.341415|20190828052614.341420|25|5|14|17|7
903|20190828052614.341410|20190828052614.341434|20190828052614.341439|24|5|20|19|19
905|20190828052614.341420|20190828052614.341436|20190828052614.341442|16|6|10|2|3
907|20190828052614.341425|20190828052614.341444|20190828052614.341449|19|5|5|8|7
909|20190828052614.341431|20190828052614.341445|20190828052614.341452|14|7|6|1|3
911|20190828052614.341438|20190828052614.341446|20190828052614.341454|8|8|7|1|2
913|20190828052614.341445|20190828052614.341462|20190828052614.341467|17|5|7|16|13
915|20190828052614.341456|20190828052614.341472|20190828052614.341477|16|5|11|10|10
917|20190828052614.341468|20190828052614.341481|20190828052614.341486|13|5|12|9|9
919|20190828052614.341475|20190828052614.341497|20190828052614.341502|22|5|7|16|16
921|20190828052614.341485|20190828052614.341498|20190828052614.341504|13|6|10|1|2
923|20190828052614.341491|20190828052614.341509|20190828052614.341514|18|5|6|11|10
925|20190828052614.341499|20190828052614.341511|20190828052614.341517|12|6|8|2|3
927|20190828052614.341506|20190828052614.341518|20190828052614.341523|12|5|7|7|6
929|20190828052614.341514|20190828052614.341535|20190828052614.341540|21|5|8|17|17
931|20190828052614.341522|20190828052614.341537|20190828052614.341543|15|6|8|2|3
933|20190828052614.341529|20190828052614.341548|20190828052614.341560|19|12|7|11|17
935|20190828052614.341538|20190828052614.341550|20190828052614.341563|12|13|9|2|3
937|20190828052614.341545|20190828052614.341558|20190828052614.341565|13|7|7|8|2
939|20190828052614.341553|20190828052614.341574|20190828052614.341578|21|4|8|16|13
941|20190828052614.341560|20190828052614.341575|20190828052614.341581|15|6|7|1|3
943|20190828052614.341567|20190828052614.341582|20190828052614.341585|15|3|7|7|4
945|20190828052614.341574|20190828052614.341583|20190828052614.341588|9|5|7|1|3
947|20190828052614.341581|20190828052614.341591|20190828052614.341596|10|5|7|8|8
949|20190828052614.341587|20190828052614.341608|20190828052614.341613|21|5|6|17|17
951|20190828052614.341594|20190828052614.341610|20190828052614.341616|16|6|7|2|3
953|20190828052614.341605|20190828052614.341627|20190828052614.341632|22|5|11|17|16
955|20190828052614.341618|20190828052614.341629|20190828052614.341635|11|6|13|2|3
957|20190828052614.341627|20190828052614.341648|20190828052614.341652|21|4|9|19|17
959|20190828052614.341639|20190828052614.341649|20190828052614.341655|10|6|12|1|3
961|20190828052614.341647|20190828052614.341666|20190828052614.341670|19|4|8|17|15
963|20190828052614.341660|20190828052614.341674|20190828052614.341679|14|5|13|8|9
965|20190828052614.341670|20190828052614.341684|20190828052614.341689|14|5|10|10|10
967|20190828052614.341678|20190828052614.341699|20190828052614.341704|21|5|8|15|15
969|20190828052614.341687|20190828052614.341700|20190828052614.341706|13|6|9|1|2
971|20190828052614.341696|20190828052614.341718|20190828052614.341723|22|5|9|18|17
973|20190828052614.341713|20190828052614.341727|20190828052614.341732|14|5|17|9|9
975|20190828052614.341723|20190828052614.341737|20190828052614.341741|14|4|10|10|9
977|20190828052614.341730|20190828052614.341754|20190828052614.341759|24|5|7|17|18
979|20190828052614.341740|20190828052614.341755|20190828052614.341762|15|7|10|1|3
981|20190828052614.341745|20190828052614.341762|20190828052614.341767|17|5|5|7|5
983|20190828052614.341749|20190828052614.341763|20190828052614.341771|14|8|4|1|4
985|20190828052614.341757|20190828052614.341764|20190828052614.341774|7|10|8|1|3
987|20190828052614.341763|20190828052614.341776|20190828052614.341781|13|5|6|12|7
989|20190828052614.341775|20190828052614.341796|20190828052614.341801|21|5|12|20|20
991|20190828052614.341787|20190828052614.341814|20190828052614.341819|27|5|12|18|18
993|20190828052614.341795|20190828052614.341815|20190828052614.341822|20|7|8|1|3
995|20190828052614.341800|20190828052614.341816|20190828052614.341824|16|8|5|1|2
997|20190828052614.341810|20190828052614.341822|20190828052614.341827|12|5|10|6|3
999|20190828052614.341821|20190828052614.341834|20190828052614.341839|13|5|11|12|12
1001|20190828052614.341826|20190828052614.341843|20190828052614.341848|17|5|5|9|9
1003|20190828052614.341837|20190828052614.341844|20190828052614.341851|7|7|11|1|3
1005|20190828052614.341844|20190828052614.341853|20190828052614.341858|9|5|7|9|7
1007|20190828052614.341850|20190828052614.341869|20190828052614.341874|19|5|6|16|16
1009|20190828052614.341856|20190828052614.341870|20190828052614.341877|14|7|6|1|3
1011|20190828052614.341866|20190828052614.341888|20190828052614.341893|22|5|10|18|16
1013|20190828052614.341879|20190828052614.341890|20190828052614.341896|11|6|13|2|3
1015|20190828052614.341888|20190828052614.341907|20190828052614.341912|19|5|9|17|16
1017|20190828052614.341899|20190828052614.341908|20190828052614.341915|9|7|11|1|3
1019|20190828052614.341907|20190828052614.341924|20190828052614.341929|17|5|8|16|14
1021|20190828052614.341919|20190828052614.341933|20190828052614.341938|14|5|12|9|9
1023|20190828052614.341930|20190828052614.341952|20190828052614.341957|22|5|11|19|19
1025|20190828052614.341937|20190828052614.341953|20190828052614.341960|16|7|7|1|3
1027|20190828052614.341946|20190828052614.341965|20190828052614.341971|19|6|9|12|11
1029|20190828052614.341955|20190828052614.341967|20190828052614.341973|12|6|9|2|2
1031|20190828052614.341963|20190828052614.341984|20190828052614.341989|21|5|8|17|16
1033|20190828052614.341976|20190828052614.341986|20190828052614.341992|10|6|13|2|3
1035|20190828052614.341984|20190828052614.342004|20190828052614.342008|20|4|8|18|16
1037|20190828052614.341997|20190828052614.342020|20190828052614.342025|23|5|13|16|17
1039|20190828052614.342007|20190828052614.342022|20190828052614.342028|15|6|10|2|3
